,name,rating,reviews,company_type,headquaters,company_age,employees
5040,Annalect,4.1,(111 Reviews),Private,"New York,New York + 4 more",13 years old,501-1k Employees (India)
5041,Clean Harbors,3.6,(111 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",43 years old,201-500 Employees (India)
5042,Webdew,4.6,(111 Reviews),Private,"Mohali,Punjab + 4 more",7 years old,51-200 Employees (India)
5043,Taco Bell,4.2,(111 Reviews),Irvine + 18 more,61 years old,11-50 Employees (India),
5044,Apollo Specialit...,4.1,(111 Reviews),Public,Chennai + 17 more,40 years old,10k-50k Employees (India)
5045,United Nations D...,4.4,(111 Reviews),Public,"New York,New York + 29 more",58 years old,201-500 Employees (India)
5046,Sand Martin Cons...,3.1,(111 Reviews),New Delhi + 5 more,39 years old,201-500 Employees (India),
5047,Amnex Infotechno...,3.8,(111 Reviews),Ahmedabad + 14 more,15 years old,501-1k Employees (India),
5048,Prochant,3.6,(111 Reviews),Private,"Chennai,Tamil Nadu + 4 more",24 years old,1k-5k Employees (India)
5049,IL&FS Skills Dev...,3.9,(111 Reviews),Mumbai + 42 more,12 years old,11-50 Employees (India),
5050,ACS Solution,4.0,(111 Reviews),Hyderabad/Secunderabad + 5 more,501-1k Employees (India),,
5051,Quantzig,4.8,(111 Reviews),51-200 Employees (India),,,
5052,Sopra Banking So...,4.2,(111 Reviews),Public,"Paris,Ile-de-France + 2 more",11 years old,1k-5k Employees (India)
5053,EICHER TRUCKS AN...,4.1,(111 Reviews),Public,New Delhi + 33 more,15 years old,1k-5k Employees (India)
5054,L&T Construction...,4.4,(111 Reviews),Kancheepuram + 23 more,1k-5k Employees (India),,
5055,AWC Software,4.1,(111 Reviews),Private,"Noida,Uttar Pradesh + 9 more",17 years old,201-500 Employees (India)
5056,Celebi Ground Ha...,4.2,(520 Reviews),Private,Istanbul + 7 more,65 years old,51-200 Employees (India)
5057,NGK Spark Plugs,4.3,(110 Reviews),Private,"Nagoya,Aichi-ken + 9 more",17 years old,201-500 Employees (India)
5058,SeQuent Scientif...,3.5,(110 Reviews),Public,"Mumbai,Maharashtra + 9 more",38 years old,501-1k Employees (India)
5059,Sterling Biotech,4.1,(110 Reviews),Public,"Mumbai,Maharashtra + 1 more",38 years old,501-1k Employees (India)
5060,World Health Org...,4.1,(110 Reviews),Private,"Geneva,Canton Of Geneva + 46 more",75 years old,1k-5k Employees (India)
5061,Smart Works,3.7,(110 Reviews),Private,"Delhi,NCT + 12 more",7 years old,201-500 Employees (India)
5062,HMSHost,4.0,(110 Reviews),Private,"Bethesda,Maryland + 7 more",126 years old,201-500 Employees (India)
5063,Innovision,3.7,(110 Reviews),Private,"Mumbai,Maharashtra + 30 more",16 years old,201-500 Employees (India)
5064,Brandix India Ap...,3.8,(110 Reviews),"Visakhapatnam/Vizag,Andhra Pradesh",54 years old,51-200 Employees (India),
5065,Utkarsh India,3.3,(110 Reviews),Public,Kolkata + 7 more,36 years old,501-1k Employees (India)
5066,Orion Innovation,3.9,(110 Reviews),Private,New Jersey + 8 more,30 years old,1k-5k Employees (India)
5067,Royal Bank of Sc...,4.1,(110 Reviews),Private,Edinburgh + 6 more,296 years old,201-500 Employees (India)
5068,eMDs,3.8,(110 Reviews),Private,Austin + 3 more,27 years old,201-500 Employees (India)
5069,Chowgule Industr...,3.8,(110 Reviews),Goa + 11 more,37 years old,51-200 Employees (India),
5070,Aneja Associates,3.2,(110 Reviews),Private,"Mumbai,Maharashtra + 6 more",42 years old,11-50 Employees (India)
5071,Renewsys India,4.1,(110 Reviews),Mumbai + 8 more,12 years old,201-500 Employees (India),
5072,Bimal Auto Agenc...,4.1,(110 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",12 years old,501-1k Employees (India)
5073,The Smart Cube,4.0,(110 Reviews),Private,"London,Greater London + 5 more",20 years old,501-1k Employees (India)
5074,Code Brew Labs,4.1,(110 Reviews),Private,"Chandigarh,Chandigarh",10 years old,201-500 Employees (India)
5075,Sowparnika,3.1,(110 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",20 years old,51-200 Employees (India)
5076,Tulip Diagnostic...,4.4,(110 Reviews),Private,Goa + 32 more,35 years old,1k-5k Employees (India)
5077,Atomberg Technol...,4.5,(110 Reviews),Private,"Mumbai,Maharashtra + 16 more",11 years old,201-500 Employees (India)
5078,Sanjay Ghodawat ...,3.1,(110 Reviews),Kolhapur + 8 more,13 years old,201-500 Employees (India),
5079,CDE Asia,4.5,(110 Reviews),Kolkata + 5 more,17 years old,201-500 Employees (India),
5080,Crossword Bookst...,4.2,(110 Reviews),Private,"Mumbai,Maharashtra + 19 more",31 years old,201-500 Employees (India)
5081,Bull Machines,3.7,(110 Reviews),Private,"Coimbatore,Tamil Nadu + 21 more",61 years old,501-1k Employees (India)
5082,Exicom Tele Syst...,3.8,(110 Reviews),Gurgaon/Gurugram + 9 more,,,
5083,Stumpp Schuele &...,3.7,(110 Reviews),Private,Bengaluru + 6 more,63 years old,201-500 Employees (India)
5084,Translumina Ther...,4.3,(110 Reviews),LLP,"Delhi,NCT + 7 more",13 years old,201-500 Employees (India)
5085,Sulphur Mills,3.8,(110 Reviews),Public,"Mumbai,Maharashtra + 17 more",63 years old,201-500 Employees (India)
5086,C3I Solutions,4.0,(110 Reviews),Private,Horsham,43 years old,201-500 Employees (India)
5087,SSK Group,3.8,(110 Reviews),Private,Pune + 33 more,34 years old,1k-5k Employees (India)
5088,John Energy,3.9,(110 Reviews),Private,Ahmedabad + 8 more,36 years old,1k-5k Employees (India)
5089,Givaudan,4.2,(110 Reviews),Private,"Vernier,Geneva + 6 more",128 years old,201-500 Employees (India)
5090,YFC PROJECTS,4.0,(110 Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",37 years old,51-200 Employees (India)
5091,Network Techlab,4.1,(110 Reviews),"Mumbai,Maharashtra + 7 more",27 years old,501-1k Employees (India),
5092,Fortune Park Hot...,4.0,(110 Reviews),Private,Gurgaon + 28 more,28 years old,5k-10k Employees (Global)
5093,Fabtech Projects...,4.2,(110 Reviews),Private,"Pune,Maharashtra + 6 more",31 years old,201-500 Employees (India)
5094,Sakal Media Grou...,3.7,(110 Reviews),Private,"Pune,Maharashtra + 17 more",91 years old,1k-5k Employees (India)
5095,Tata Memorial Ho...,4.2,(110 Reviews),Private,Mumbai + 5 more,82 years old,1k-5k Employees (India)
5096,Armstrong Intern...,4.1,(110 Reviews),Private,"Three Rivers,MI + 19 more",123 years old,51-200 Employees (India)
5097,Modern V.R. Secu...,4.4,(110 Reviews),Private,Mumbai + 33 more,39 years old,51-200 Employees (India)
5098,Sandvik Mining a...,4.1,(110 Reviews),Udaipur + 14 more,1k-5k Employees (India),,
5099,Modern V.R. Secu...,4.4,(110 Reviews),Private,Mumbai + 33 more,39 years old,51-200 Employees (India)
5100,Country Club Hos...,3.6,(110 Reviews),Private,Hyderabad + 16 more,34 years old,201-500 Employees (India)
5101,MMACH Design,4.9,(110 Reviews),Pune + 9 more,51-200 Employees (India),,
5102,KHY ELECTRONIC,3.7,(110 Reviews),Noida + 5 more,11-50 Employees (India),,
5103,Edureka!,3.3,(110 Reviews),Private,"Bangalore,Karnataka + 7 more",12 years old,201-500 Employees (India)
